Transaction ID,Sender Account,Receiver Account,Amount (INR),Risk Score,Is Flagged,Status,Timestamp,Location,Device Info,Remark
TXN_20260816_03501_07b435,ACC86445636,ACC74473089,35723.31,6.0,False,completed,2026-08-16T04:30:14.516891,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_VERYLARGE_9496,ACC97828025,ACC20858654,120000.0,70.0,True,completed,2026-08-16T04:29:06.538493,,Unknown Chrome/Linux,Immediate wire transfer
TXN_VERYLARGE_9360,ACC92107699,ACC20858654,120000.0,70.0,True,completed,2026-08-16T04:26:48.595640,,Unknown Chrome/Linux,Immediate wire transfer
TXN_20260816_00574_5c97b4,ACC_RING_A,ACC70103438,39170.09,26.0,False,completed,2026-08-16T04:23:34.940347,"Bangalore, IN",Windows 11 (Edge 128),Software subscription
TXN_20260816_03842_9a9210,ACC61076366,ACC43907404,28952.92,22.0,False,completed,2026-08-16T04:21:47.766768,"Jaipur, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_DEV_IPHONE_241,ACC74473089,ACC20858654,55000.0,65.0,True,completed,2026-08-16T04:14:07.424370,,iPhone 17 Pro Max,
TXN_20260816_03946_409ec7,ACC66777666,ACC61076366,6668.24,18.0,False,completed,2026-08-16T03:43:35.029852,"Hyderabad, IN",Windows 11 (Edge 128),P2P transfer
TXN_20260816_00450_430b15,ACC16314613,ACC97828025,35026.6,27.0,False,completed,2026-08-16T03:23:06.466407,"Chennai, IN",Windows 11 (Edge 128),Invoice settlement
TXN_DEV_SAMS_699,ACC74473089,ACC16314613,5000.0,,False,completed,2026-08-16T03:14:07.423669,,Samsung Galaxy S23,
TXN_20260816_00072_b6125d,ACC1003,ACC15211290,12345.12,18.0,False,completed,2026-08-16T03:07:15.642620,"Mumbai, IN",Windows 11 (Edge 128),Vendor payment
TXN_20260816_01715_79a7fe,ACC65809811,ACC15211290,15601.12,24.0,False,completed,2026-08-16T03:05:52.101589,"Chennai, IN",Pixel 9 Pro,Invoice settlement
TXN_20260816_03014_e51925,ACC75311120,ACC36297523,10069.14,20.0,False,completed,2026-08-16T03:01:19.978985,"Pune, IN",iPad Pro (Safari),Software subscription
TXN_20260816_04181_be22c5,ACC_RING_C,ACC40593754,30718.88,5.0,False,completed,2026-08-16T02:41:27.140032,"Bangalore, IN",Samsung Galaxy S24 Ultra,Online payment
TXN_20260816_04970_25cd39,ACC82456100,ACC66777666,37330.44,7.0,False,completed,2026-08-16T02:28:13.979257,"Ahmedabad, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260816_04562_530a86,ACC_RING_C,ACC25189145,39190.28,23.0,False,completed,2026-08-16T02:27:59.586948,"Hyderabad, IN",Pixel 9 Pro,Rent transfer
TXN_20260816_03252_5ff629,ACC57029336,ACC43249524,12173.37,10.0,False,completed,2026-08-16T02:20:39.083355,"Ahmedabad, IN",iPad Pro (Safari),P2P transfer
TXN_20260816_02288_acc0a0,ACC16314613,ACC57029336,21500.21,15.0,False,completed,2026-08-16T02:19:36.668496,"Ahmedabad, IN",Windows 11 (Edge 128),P2P transfer
TXN_LARGE_9918,ACC16314613,ACC43249524,65000.0,50.0,True,completed,2026-08-16T02:14:06.286224,,iPhone 14 Pro,High value equipment purchase
TXN_LARGE_1699,ACC16314613,ACC43249524,65000.0,50.0,True,completed,2026-08-16T02:11:48.347302,,iPhone 14 Pro,High value equipment purchase
TXN_20260816_04345_67400a,ACC92107699,ACC40593754,9422.32,28.0,False,completed,2026-08-16T02:02:17.794922,"Kolkata, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260816_02413_6b3675,ACC1002,ACC97828025,17458.89,7.0,False,completed,2026-08-16T01:57:45.811019,"Kolkata, IN",iPhone 16 Pro Max,Rent transfer
TXN_20260816_01616_761c5e,ACC97828025,ACC57224534,40707.07,20.0,False,completed,2026-08-16T01:55:41.442751,"Ahmedabad, IN",OnePlus 12,Utility bill
TXN_20260816_05029_40c731,ACC15373430,ACC43249524,12315.25,9.0,False,completed,2026-08-16T01:51:14.206312,"Pune, IN",Pixel 9 Pro,Invoice settlement
TXN_20260816_03663_0d6479,ACC_RING_A,ACC91181015,13140.14,15.0,False,completed,2026-08-16T01:48:56.235516,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260816_03341_c4ca84,ACC1001,ACC20858654,26079.28,10.0,False,completed,2026-08-16T01:47:14.665949,"Ahmedabad, IN",OnePlus 12,Software subscription
TXN_20260816_00681_067561,ACC43467724,ACC1004,43927.37,7.0,False,completed,2026-08-16T01:44:55.392641,"Kolkata, IN",iPhone 16 Pro Max,Online payment
TXN_20260816_03109_a37655,ACC_RING_C,ACC74473089,37119.78,18.0,False,completed,2026-08-16T01:34:39.489035,"Bangalore, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260816_01538_320999,ACC82456100,ACC1003,5429.05,11.0,False,completed,2026-08-16T01:18:17.550339,"Chennai, IN",Windows 11 (Edge 128),Online payment
TXN_20260816_01729_5d1c4f,ACC_RING_A,ACC50081547,8749.57,27.0,False,completed,2026-08-16T01:17:51.745477,"Jaipur, IN",Windows 11 (Edge 128),Software subscription
TXN_20260816_02427_4a579c,ACC1001,ACC15373430,3543.02,28.0,False,completed,2026-08-16T01:07:24.203651,"Chennai, IN",MacBook Pro (Chrome 128),Consulting fee
TXN_20260816_00834_7ec4ed,ACC39727090,ACC11706152,18612.92,5.0,False,completed,2026-08-16T01:01:57.440398,"Kolkata, IN",iPad Pro (Safari),Consulting fee
TXN_20260816_03699_7fa42c,ACC1002,ACC72717142,821.51,19.0,False,completed,2026-08-16T00:42:39.663882,"Hyderabad, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260816_04493_91c45a,ACC59760987,ACC61076366,41442.04,18.0,False,completed,2026-08-16T00:33:05.663568,"Ahmedabad, IN",iPad Pro (Safari),P2P transfer
TXN_20260816_03854_8f70a6,ACC15211290,ACC65809811,15019.57,20.0,False,completed,2026-08-16T00:28:51.941135,"Chennai, IN",MacBook Pro (Chrome 128),Urgent remittance
TXN_20260816_04851_ec294d,ACC1004,ACC74473089,6093.79,21.0,False,completed,2026-08-16T00:24:17.577213,"Pune, IN",Pixel 9 Pro,Rent transfer
TXN_20260816_02459_f3a97e,ACC59760987,ACC1003,21748.4,5.0,False,completed,2026-08-16T00:24:13.288243,"Delhi, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_20260816_01409_dd26a7,ACC86445636,ACC92107699,44070.66,11.0,False,completed,2026-08-16T00:20:27.859604,"Mumbai, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260816_04434_7269a1,ACC39727090,ACC15373430,8349.96,20.0,False,completed,2026-08-16T00:12:50.076528,"Jaipur, IN",Windows 11 (Edge 128),Consulting fee
TXN_20260816_04759_8c38bf,ACC50081547,ACC43907404,41871.44,17.0,False,completed,2026-08-16T00:11:49.272745,"Ahmedabad, IN",Pixel 9 Pro,Software subscription
TXN_20260816_02061_9971da,ACC75311120,ACC50081547,24222.75,28.0,False,completed,2026-08-16T00:10:18.168562,"Hyderabad, IN",MacBook Pro (Chrome 128),Consulting fee
TXN_20260816_04858_7c6c9e,ACC_RING_B,ACC65809811,11001.04,21.0,False,completed,2026-08-16T00:08:15.295035,"Pune, IN",Samsung Galaxy S24 Ultra,Rent transfer
TXN_20260815_00028_0d8d89,ACC1003,ACC50081547,72551.0,94.0,True,completed,2026-08-15T23:55:43.995695,"Kolkata, IN",Samsung Galaxy S24 Ultra,Grocery purchase
TXN_20260815_02959_1669e6,ACC39727090,ACC57029336,39934.0,6.0,False,completed,2026-08-15T23:52:28.861193,"Jaipur, IN",MacBook Pro (Chrome 128),P2P transfer
TXN_20260815_00306_0449ec,ACC74473089,ACC70103438,3600.43,16.0,False,completed,2026-08-15T23:41:20.457497,"Delhi, IN",Samsung Galaxy S24 Ultra,Grocery purchase
TXN_20260815_00536_991c99,ACC_RING_B,ACC40593754,17434.86,21.0,False,completed,2026-08-15T23:13:03.319986,"Hyderabad, IN",iPhone 16 Pro Max,Grocery purchase
TXN_20260815_03696_ac4d4f,ACC40593754,ACC50081547,43117.08,5.0,False,completed,2026-08-15T22:56:45.793604,"Hyderabad, IN",OnePlus 12,Software subscription
TXN_20260815_04252_267607,ACC1003,ACC11706152,41747.93,9.0,False,completed,2026-08-15T22:24:10.750926,"Mumbai, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260815_01578_cd52a4,ACC_RING_C,ACC16314613,22089.91,25.0,False,completed,2026-08-15T22:20:25.317726,"Pune, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260815_05051_b0c53f,ACC86445636,ACC36297523,17448.2,21.0,False,completed,2026-08-15T22:18:03.269792,"Mumbai, IN",Windows 11 (Edge 128),Grocery purchase
TXN_20260815_01201_0b3dc8,ACC82456100,ACC1002,10508.4,5.0,False,completed,2026-08-15T21:51:32.193974,"Bangalore, IN",Windows 11 (Edge 128),Utility bill
TXN_20260815_02873_01a582,ACC57029336,ACC20858654,31036.98,28.0,False,completed,2026-08-15T21:40:51.256902,"Chennai, IN",iPad Pro (Safari),Rent transfer
TXN_20260815_00258_a593d4,ACC36297523,ACC43249524,34904.88,24.0,False,completed,2026-08-15T21:16:02.759932,"Mumbai, IN",Samsung Galaxy S24 Ultra,Urgent remittance
TXN_20260815_01838_cb0b6c,ACC43467724,ACC11706152,31481.03,23.0,False,completed,2026-08-15T21:08:43.242533,"Bangalore, IN",iPhone 16 Pro Max,Vendor payment
TXN_20260815_04350_9113a3,ACC70103438,ACC57224534,34092.82,12.0,False,completed,2026-08-15T21:03:50.849071,"Hyderabad, IN",OnePlus 12,Rent transfer
TXN_20260815_00708_2c8506,ACC_RING_C,ACC97828025,41390.5,22.0,False,completed,2026-08-15T20:35:13.766879,"Mumbai, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260815_03739_053008,ACC25189145,ACC75311120,36337.23,11.0,False,completed,2026-08-15T20:24:49.201458,"Jaipur, IN",Windows 11 (Edge 128),Grocery purchase
TXN_20260815_03954_bc5346,ACC92107699,ACC75385116,37992.92,10.0,False,completed,2026-08-15T20:21:51.631871,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Vendor payment
TXN_20260815_01604_9fb9c8,ACC72717142,ACC66777666,19806.75,22.0,False,completed,2026-08-15T19:56:39.664349,"Pune, IN",OnePlus 12,Vendor payment
TXN_20260815_02830_d6c81b,ACC74473089,ACC97828025,38413.38,28.0,False,completed,2026-08-15T19:56:36.022855,"Pune, IN",OnePlus 12,Invoice settlement
TXN_20260815_00409_7fcb27,ACC1002,ACC15211290,21133.86,18.0,False,completed,2026-08-15T19:54:56.828175,"Pune, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260815_04645_c40c21,ACC82456100,ACC57029336,43966.51,11.0,False,completed,2026-08-15T19:47:13.270946,"Jaipur, IN",OnePlus 12,Consulting fee
TXN_20260815_01404_daa64e,ACC65809811,ACC70103438,42125.4,24.0,False,completed,2026-08-15T19:41:07.021628,"Pune, IN",OnePlus 12,Utility bill
TXN_20260815_02665_31d63e,ACC40593754,ACC25189145,35330.24,28.0,False,completed,2026-08-15T19:40:18.442901,"Delhi, IN",OnePlus 12,Urgent remittance
TXN_20260815_01577_3f0f9e,ACC20858654,ACC57224534,200.29,13.0,False,completed,2026-08-15T19:26:07.683828,"Pune, IN",Windows 11 (Edge 128),Software subscription
TXN_20260815_01960_34c116,ACC36297523,ACC1003,177758.0,73.0,True,completed,2026-08-15T18:27:31.370295,"Chennai, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260815_00223_b8456d,ACC82456100,ACC1004,36645.5,26.0,False,completed,2026-08-15T18:00:41.121240,"Delhi, IN",MacBook Pro (Chrome 128),Online payment
TXN_20260815_01506_16a2a2,ACC_RING_A,ACC1004,25553.14,26.0,False,completed,2026-08-15T17:46:36.073346,"Chennai, IN",iPad Pro (Safari),Urgent remittance
TXN_20260815_02131_46b331,ACC10897161,ACC50081547,432.65,25.0,False,completed,2026-08-15T17:25:51.995919,"Ahmedabad, IN",Samsung Galaxy S24 Ultra,Consulting fee
TXN_20260815_02555_cd3d73,ACC59760987,ACC86445636,13558.85,10.0,False,completed,2026-08-15T17:24:23.756393,"Bangalore, IN",iPad Pro (Safari),Software subscription
TXN_20260815_03993_40eb9a,ACC97828025,ACC15373430,30255.95,11.0,False,completed,2026-08-15T17:11:20.468721,"Chennai, IN",Windows 11 (Edge 128),Rent transfer
TXN_20260815_00953_483e42,ACC40593754,ACC25189145,7834.29,9.0,False,completed,2026-08-15T17:07:23.111820,"Ahmedabad, IN",iPhone 16 Pro Max,Online payment
TXN_20260815_04745_edc596,ACC72717142,ACC57224534,37354.7,15.0,False,completed,2026-08-15T17:06:16.804315,"Mumbai, IN",iPhone 16 Pro Max,Grocery purchase
TXN_20260815_03575_d67814,ACC36297523,ACC86445636,44565.21,8.0,False,completed,2026-08-15T17:01:48.809282,"Kolkata, IN",iPhone 16 Pro Max,Utility bill
TXN_20260815_01968_1ea4b5,ACC_RING_B,ACC20858654,16312.26,19.0,False,completed,2026-08-15T16:54:25.910677,"Ahmedabad, IN",OnePlus 12,Consulting fee
TXN_20260815_03413_b059a5,ACC61076366,ACC40593754,37253.87,10.0,False,completed,2026-08-15T16:53:45.899740,"Jaipur, IN",Windows 11 (Edge 128),Online payment
TXN_20260815_03321_06d464,ACC75311120,ACC15373430,20874.83,18.0,False,completed,2026-08-15T16:48:26.120330,"Ahmedabad, IN",Pixel 9 Pro,Utility bill
TXN_20260815_02198_dc3d96,ACC15211290,ACC1002,9262.78,27.0,False,completed,2026-08-15T16:35:41.007195,"Ahmedabad, IN",Pixel 9 Pro,Consulting fee
TXN_20260815_00210_1bbfab,ACC43907404,ACC64246741,33883.77,18.0,False,completed,2026-08-15T16:31:17.017353,"Bangalore, IN",Windows 11 (Edge 128),Vendor payment
TXN_20260815_00048_9479ec,ACC20858654,ACC64246741,186427.0,83.0,True,completed,2026-08-15T16:06:30.388096,"Chennai, IN",iPad Pro (Safari),Grocery purchase
TXN_20260815_04706_ce7d81,ACC72717142,ACC1003,16134.34,8.0,False,completed,2026-08-15T15:44:20.238713,"Kolkata, IN",Samsung Galaxy S24 Ultra,Utility bill
TXN_20260815_01067_7d48d7,ACC70103438,ACC20858654,19863.09,24.0,False,completed,2026-08-15T15:42:19.300615,"Kolkata, IN",MacBook Pro (Chrome 128),Urgent remittance
TXN_20260815_03653_dcdded,ACC74473089,ACC15211290,31504.15,18.0,False,completed,2026-08-15T15:41:23.934679,"Mumbai, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260815_02761_147f7e,ACC61076366,ACC10897161,11175.99,5.0,False,completed,2026-08-15T14:58:50.131978,"Ahmedabad, IN",iPad Pro (Safari),Vendor payment
TXN_20260815_01595_860ed1,ACC59760987,ACC65809811,18536.51,13.0,False,completed,2026-08-15T14:49:39.565148,"Kolkata, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260815_01624_4fc2ee,ACC1001,ACC36297523,24533.1,13.0,False,completed,2026-08-15T14:48:01.991177,"Ahmedabad, IN",Windows 11 (Edge 128),Grocery purchase
TXN_20260815_00462_cd6b19,ACC75385116,ACC59760987,17641.38,9.0,False,completed,2026-08-15T14:29:37.669102,"Chennai, IN",OnePlus 12,Vendor payment
TXN_20260815_04607_b40088,ACC20858654,ACC43249524,5790.39,12.0,False,completed,2026-08-15T14:23:44.509820,"Kolkata, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260815_02193_0fb015,ACC75311120,ACC20858654,34325.43,25.0,False,completed,2026-08-15T14:16:43.858285,"Bangalore, IN",iPad Pro (Safari),Grocery purchase
TXN_20260815_00833_f8ef53,ACC25189145,ACC82456100,41482.59,14.0,False,completed,2026-08-15T14:05:58.079656,"Hyderabad, IN",iPhone 16 Pro Max,Invoice settlement
TXN_20260815_02048_cc74e8,ACC64246741,ACC40593754,13826.59,12.0,False,completed,2026-08-15T13:44:49.892394,"Kolkata, IN",OnePlus 12,Rent transfer
TXN_20260815_02056_517201,ACC61076366,ACC15211290,12311.76,28.0,False,completed,2026-08-15T13:39:57.221848,"Pune, IN",Pixel 9 Pro,Vendor payment
TXN_20260815_04894_78417f,ACC16314613,ACC1001,34754.05,20.0,False,completed,2026-08-15T13:36:43.735239,"Bangalore, IN",OnePlus 12,Vendor payment
TXN_20260815_03492_b90ac2,ACC25189145,ACC16314613,36817.08,7.0,False,completed,2026-08-15T13:31:31.525401,"Kolkata, IN",Windows 11 (Edge 128),Invoice settlement
TXN_20260815_04411_5f41c0,ACC1001,ACC11706152,22628.65,7.0,False,completed,2026-08-15T13:31:23.670488,"Kolkata, IN",OnePlus 12,Consulting fee
TXN_20260815_00054_66bab4,ACC64246741,ACC75385116,19716.88,8.0,False,completed,2026-08-15T13:26:21.887865,"Chennai, IN",iPad Pro (Safari),Rent transfer
TXN_20260815_02068_c8c7f4,ACC64246741,ACC65809811,21282.38,16.0,False,completed,2026-08-15T13:24:32.171408,"Pune, IN",Windows 11 (Edge 128),Urgent remittance
TXN_20260815_01692_35f0ae,ACC57029336,ACC43249524,7512.72,6.0,False,completed,2026-08-15T13:21:03.218959,"Mumbai, IN",Pixel 9 Pro,Online payment
TXN_20260815_00972_56a443,ACC57029336,ACC72717142,21229.94,8.0,False,completed,2026-08-15T13:10:01.503965,"Mumbai, IN",MacBook Pro (Chrome 128),Software subscription
TXN_20260815_01232_b71658,ACC43249524,ACC36297523,6136.63,23.0,False,completed,2026-08-15T12:48:23.936732,"Jaipur, IN",MacBook Pro (Chrome 128),Utility bill
TXN_20260815_02228_ae944e,ACC91181015,ACC10897161,6966.66,15.0,False,completed,2026-08-15T12:47:05.297288,"Ahmedabad, IN",MacBook Pro (Chrome 128),Vendor payment
TXN_20260815_02591_85d522,ACC82456100,ACC50081547,14036.23,23.0,False,completed,2026-08-15T12:42:49.689385,"Pune, IN",Samsung Galaxy S24 Ultra,Software subscription
TXN_20260815_02443_9c2708,ACC66777666,ACC61076366,6654.07,25.0,False,completed,2026-08-15T12:06:49.413788,"Mumbai, IN",iPhone 16 Pro Max,Software subscription
TXN_20260815_02676_1d6cd9,ACC97828025,ACC_RING_A,38753.0,9.0,False,completed,2026-08-15T11:55:47.584358,"Delhi, IN",Windows 11 (Edge 128),Rent transfer
TXN_20260815_03808_563a30,ACC1004,ACC64246741,1430.84,26.0,False,completed,2026-08-15T11:49:52.341332,"Bangalore, IN",OnePlus 12,Vendor payment
TXN_20260815_04552_9aeb78,ACC10897161,ACC43467724,10586.33,26.0,False,completed,2026-08-15T11:36:54.487664,"Mumbai, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260815_02306_72b162,ACC64246741,ACC16314613,1523.34,26.0,False,completed,2026-08-15T11:19:35.618546,"Ahmedabad, IN",MacBook Pro (Chrome 128),Rent transfer
TXN_20260815_04225_dcccd2,ACC75385116,ACC50081547,16949.83,28.0,False,completed,2026-08-15T11:08:18.059995,"Chennai, IN",MacBook Pro (Chrome 128),Invoice settlement
TXN_20260815_02547_b3c447,ACC97828025,ACC11706152,4435.22,12.0,False,completed,2026-08-15T11:03:35.865525,"Delhi, IN",Pixel 9 Pro,Utility bill
TXN_20260815_04942_921f47,ACC1001,ACC97828025,17506.23,18.0,False,completed,2026-08-15T10:57:31.493666,"Kolkata, IN",OnePlus 12,Urgent remittance
TXN_20260815_00641_3fd221,ACC36297523,ACC16314613,36637.7,13.0,False,completed,2026-08-15T10:51:13.517329,"Jaipur, IN",OnePlus 12,Online payment
TXN_20260815_01825_0808c4,ACC43249524,ACC75311120,18418.87,24.0,False,completed,2026-08-15T10:50:20.353244,"Delhi, IN",iPad Pro (Safari),Invoice settlement
TXN_20260815_02897_6ab9d1,ACC86445636,ACC_RING_A,35846.09,10.0,False,completed,2026-08-15T10:38:43.212442,"Pune, IN",OnePlus 12,Invoice settlement
TXN_20260815_00172_5a8bd6,ACC91181015,ACC40593754,35961.02,12.0,False,completed,2026-08-15T10:36:44.269166,"Delhi, IN",Windows 11 (Edge 128),Software subscription
TXN_20260815_01697_f78ed6,ACC75311120,ACC59760987,32978.72,27.0,False,completed,2026-08-15T10:36:42.771748,"Jaipur, IN",iPad Pro (Safari),Software subscription
TXN_20260815_05096_dd052e,ACC1002,ACC43907404,6679.31,28.0,False,completed,2026-08-15T10:33:28.230011,"Kolkata, IN",Samsung Galaxy S24 Ultra,Grocery purchase
TXN_20260815_02387_382ec2,ACC74473089,ACC91181015,37394.19,17.0,False,completed,2026-08-15T10:15:07.830819,"Kolkata, IN",Samsung Galaxy S24 Ultra,P2P transfer
TXN_20260815_04651_72fb6b,ACC75385116,ACC64246741,9663.64,21.0,False,completed,2026-08-15T10:10:00.735790,"Mumbai, IN",Samsung Galaxy S24 Ultra,Online payment
TXN_20260815_04912_dca709,ACC72717142,ACC_RING_B,37346.91,8.0,False,completed,2026-08-15T10:08:54.368757,"Kolkata, IN",MacBook Pro (Chrome 128),Grocery purchase
TXN_20260815_02406_61fbdb,ACC61076366,ACC57224534,28243.0,5.0,False,completed,2026-08-15T10:04:09.294576,"Delhi, IN",Windows 11 (Edge 128),Grocery purchase
TXN_20260815_00520_673135,ACC92107699,ACC43467724,135829.0,74.0,True,completed,2026-08-15T09:51:30.757181,"Jaipur, IN",MacBook Pro (Chrome 128),Vendor payment
